Quests	Misc	Status	Props	Name	World ID	Size / Type	Description
	x	x	x	The Tutorial	623216177660864013	Large World	Nothing of Note
	x	x	x	The Ultimate Domain	1698356748769069351	Empty World	
	x	x	32	The Uniters	5246299239279071829	Small World	Nothing of Note
	x	x	x	The Village of Dragons	5138739944344963549	Empty World	
	x	x	24	The Wall of Trophies	669308119364328919	Small World	Nothing of note
		x		The Way We Roll	319953415437626330	Medium World	Nothing of Note
	x	x	x	the wock	Vault World	Vault World	
	x	x	19	The Wonderers	4295193408590260227	Small World	Nothing of Note.
		x		The Yakult	3545497920884850698	Empty World	
	x	x	x	TheBestToads	2045571324982125061	Small World	Nothing of note
		x	10	TheGoldenCreepers	5255962001273752622	Small World	Nothing of Note
		x		TheHelperSociety	7629013336906998086	Medium World	Nothing of Note
	x	x	4	TheleagueOfMonsterSlayers	434619952660696125	Small world	nothing of note
		x		TheLeatherClub	5026405140647391459	Small World	Nothing of Note
	x	x	158	TheMasterMinds	5338788518010593995	Small World	Nothing of Note
		x		TheNorth	1644988967348610968	Empty World	
		x		TheOtakuNation	1652081406687769499	Small World	Nothing of Note
	x	x	239	TheRoyalEternity / Primrose	2415619207830359149	Small World	Nothing of Note.
	x	x	x	TheSmasher	The World was not found	The World was not found	
	x	x	35	TheSmashers	7764430328024561146	Small World	Nothing of Note
	x	x	23	TheWolfClaws	3681486278898251332	Small World	Nothing of Note
	x	x	x	Three	4596857296038138470	Empty World	
	x	x	8	Three World	4613445546131878715	Small World	Nothing of Note
	x	x	x	Threnodian	1060523358359297852	Small World	Nothing of Note
		x		Throne World	1342164236869714007	Small World	Nothing of Note
	x	x	x	THS Club	Vault World	Vault World	
	x	x	x	Thunder League Gaming	The World was not found	The World was not found	
		x	6	ThunderSquad	1768663068246677641	Small World	Nothing of Note
	x	x	x	Tigers Private Club	Redirects to Hub	Redirects to Hub	
	x	x	x	TIGERUPP	Vault World	Vault World	
	x	x	91	Till Eternity Gaming	7726995521505669266	Small World	Nothing of Note
	x	x	x	Titan	The World was not found	The World was not found	
	x	x	x	tjg8 storage	9151516357164030925	Small world	Nothing of note
	x	x	x	TKS	Vault World	Vault World	
		x		TLF	3291199315386989548	Small World	Nothing of Note
	x	x	x	to go my club224543	Vault World	Vault World	
		x		Toltott Husi Lovagjai	175713902187547281	Small World	Nothing of Note.
	x	x	x	TouteKare	Vault World	Vault World	
	x	x	x	ToxicSox	4216282162063452200	Small World	Nothing of Note
	x	x	x	Toy Box	3858904784412594354	Empty World	
	x	x	x	ToyBox	4990003907314341544	Empty World	
	x	x	x	Tracer	9105766818239895872	Empty World	Empty World
	x	x	x	tradeband	Vault World	Vault World	
		x		Trading Post	3244417121814410936	Small World	Nothing of Note
		x		Travesty	196923232018914328	Small World	Nothing of Note
		x	1557	Treasure Land	2114775709710758738	Small World	World full of personal chests/ lag fest
		x		Tree	816608559354052422	Empty World	
	x	x	13	TRexys	7537065215090689678		
	x	x	x	Tribitti	The World was not found	The World was not found	
		x		Trigger	427807685328664568	Empty World	
	x	x	x	Trinity Of Darkness	Vault World	Vault World	
	x	x	x	TRIPPIERS	Vault World	Vault World	
		x		Tron9000	9091767104978371152	Small World	Nothing of Note
	x	x	x	Trophy Junkyard	4798815744101317131	Small world	Nothing of note
		x		Trove Academy	214201701065501089	Small World	Nothing of Note.
	x	x	x	Trove CCTV	5965218094676234340	Bot World	Bot World
		x		Trove Galatica	4269001388965966694	Small World	Nothing of Note.
		x		TROVE MASTERZ	6044014700319050845	Small World	Nothing of Note
	x	x	6	Trove Polska	6107042129258606181	Small World	Nothing of Note
		x		Troveland Builders	1182875743715334003	Empty World	
		x		TroveMancos	6938720603107779114	Small World	Nothing of Note
	x	x	x	Trovian Crystal Gems	8136238890958835115	Small World	Nothing of note
	x	x	x	Trovian School	The World was not found	The World was not found	
		x		Troxelate	5939168280115478950	Small World	Nothing of Note.
	x	x	x	TSK	Vault World	Vault World	
	x	x	x	Turel Dynasty	4183881072525294372	Small World	Nothing of note
		x		TurtleFluxEmpire	8328427039626963906	Small World	Nothing of Note
	x	x	x	tuto001	480256777020855049	Bot World	Bot World
		x	1159	Tutorial	8488944630487385143	Small World	Nothing of Note
	x	x	x	Twelve	The World was not found	The World was not found	
	x	x	x	Twilight	8843091132118430397	Small world	Pixel Art
		x		Twilight Ninjas	1664496511516366683	Medium World	Nothing of Note
	x	x	x	Twin Lamps	2890921234121895307	Small World	Nothing of Note
		x		Twinkletide	3351318316914886933	Small World	Nothing of Note. Work in progress?
		x		Twitch SAPiiiiCK	3261877365445650314	Small World	Nothing of Note
		x		TwitchDeamos	2995113934484070366	Small World	Nothing of Note.
	x	x	x	Two	Vault World	Vault World	
		x		Uber-11 Geode Topside	2538900462971267959	Small World	Nothing of Note.
		x		Uionprta	8661941622399209228	Bot World	
	x	x	x	UKSF	The World was not found	The World was not found	
		x		Ultra T1gers	6956839146115543128	Small World	Nothing of Note
	Club Portals	x		Unbounded Potential	1501243886144289445	Small World	Nothing of Note.
		x	1210	UnforgottenWorld	6236544220947442014	Small World	Nothing of Note
		x		Unirvers	3919474735202665866	Small World	Nothing of Note
	x	x	x	United Stickman Force	1887519839506247234	Empty World	
		x		Universal State	6167538042647231064	Small World	Nothing of Note
		x		UnMystic	5380627269293942634	Empty World	
		x		Unseen Starland / Un-cursed Skyland	6097322718358559354	Small World	Nothing of Note
		x	28	UPDroid	5323916596755932794	Empty World	
		x		Usagi No Tetsudo	7695590656134723277	Empty World	
	x	x	x	Validus	8425828002398431054	Small World	Nothing of Note
	x	x	x	Vampyres	8037420807364141074	Small world	nothing of note
	x	x	x	vatsant company	3601531902846141263	Small World	Nothing of Note
	x	x	x	Vaultplusplus	Vault World	Vault World	
		x		VB	1839738648366564092	Medium World	Nothing of Note
	x	x	x	VCanBeDivine	Vault World	Vault World	
	x	x	66	vegaroth	5913762671224798752	Medium World	Nothing of Note
		x		Vertex	1542399643835600631	Small World	Nothing of Note
		x		Vindicator Crossroads	9038704456734903622	Small World	Nothing of Note
		x		Violadores Legendarios	6604926603181976802	Small World	Nothing of Note
		x		Violent Evergarden1	2492271297922088075	Small World	Nothing of Note
		x		VIP Trovians	5695090075484822359	Small World	Nothing of Note
	x	x	x	Viradum	7889672445509151773	Small World	Nothing of Note
	x	x	x	VNfarm	Vault World	Vault World	
		x		Void WRLD	7045598072669468007	Small World	Nothing of Note, nice spawn
	x	x	x	Voiders of Coffe	Vault World	Vault World	
	x	x	x	Voxel Busters Nut House	Museum World	Museum World	
		x		Vr Ready	772738841365966318	Small World	Nothing of Note
	x	x	x	VRChatERP	Vault World	Vault World	
		x		W A F	15394415964056706	Small World	Nothing of Note.
		x		Wagnaria	2999994898489684399	Small World	Nothing of Note
		x		Warriors of The Moon	8740560498632449196	Empty World	
	x	x	x	Wayfarers of Illishnar	The World was not found	The World was not found	
		x		Wayward Sons	5842314748040232241	Empty World	
		x		we play classic	5569795185282545549	Small World	Nothing of Note
	x	x	26	Welt Des Lichts	1716888581423691020	Small World	Nothing of Note
	x	x	x	WeSmart	Redirects to Hub	Redirects to Hub	
	x	x	x	Westro	Vault World	Vault World	
		x		wh1te give	659086169383677642	Small World	Nothing of Note
	x	x	6	What the  Flux	1144601096111011379	Small World	Nothing of Note
		x		What would Brian Boitano Do	1684745899671177318	Empty World	
	x	x	x	White	7313829895332982516	Empty World	
		x		White Flower	3620070874942794392	Small World	Nothing of Note
		x		White Tiger Kingdom!	1872179460801963070	Small World	Nothing of Note
		x		Whovian United	1916892931479034985	Small World	Nothing of Note
	x	x	x	WibuLord	Vault World	Vault World	
	x	x	x	Wicked Grace	The World was not found	The World was not found	
	x	x	x	Wild Foxs	3581466948928369003	Empty World	
	x	x	x	Will of Undead	8761033361774556852	Small World	Nothing of Note
	x	x	x	Winged Guardians	8570133386573348069	Small World	Nothing of Note.
		x		Withered Leaves	8896582883965139970	Small World	Nothing of Note.
		x		WojownicyJezusa	7386681508490849325	Small World	Nothing of Note
		x		WolfsEatPigsEatAcorns	6992729563528949307	Small World	Nothing of Note
		x		Wolven Storm	4326820572356864193	Small World	Nothing of Note
	x	x	42	Wonderland / Tribal's Playground	1681733002095732146	Small World	Nothing of Note.
		x	92	WoodShire	1242429047154568913	Small World	Nothing of Note.
	x	x	x	World Change	997994840772553149	Empty World	
		x		World for Fantasy	3330376542249655901	Small World	Nothing of Note
		x		World of Twelve	6303464858439569750	Empty World	
	x	x	x	WTB Girlfriend	5693431573283310079	Empty World	
		x		WTB QT Trove Waifu	1206347249457380871	Small World	Nothing of Note
	x	x	x	WTF help my urn is printing	7935607802696657687	Empty World	
	x	x	x	Wyrms Hallow	7195942228485638222	Small world	Nothing of Note
		x		x Legendary Warriors X	7706706740004964519	Small World	Nothing of Note
		x		Xenion	4120551757971533154	Small World	Nothing of Note
		x		XENIOX	7667922954854219444	Small World	Nothing of Note
		x		Xerox	6203909560396466137	Empty World	
	x	x	471	XF Return	4275508677542019875	Small World	Nothing of Note
		x		XGNROYALTY	7606306924537779682	Small World	Nothing of Note
	x	x	x	xianren	5330429603846959190	Small World	Nothing of Note
		x		Xiophion	5367438384098601696	Small World	Nothing of Note
	x	x	20	xpSpangrofflxd	2618557757382447107	Small World	Nothing of Note
		x		xTHE BARBARIANSx	8324004376893886904	Small World	Nothing of Note
		x		xX Portal Box Xx	7160550808867328056	Small World	Nothing of Note
	x	x	x	xxAlmacenxx	Vault World	Vault World	
		x		xXDarkPortalGermanyXx	2763915958063986558	Small World	Nothing of Note
		x		xXRealmsRichesXx	4571816591814989407	Small World	Nothing of Note
		x		Y8s9s	6159939271310385781	Small World	Nothing of Note
		x		Yakusoku No Basho	5170447790424113361	Small World	Nothing of Note.
		x		yayac	3911529607226919358	Small World	Nothing of Note
	x	x	x	Yet Another Club	The World was not found	The World was not found	
		x		Yiru	8809363331116695371	Small World	Nothing of Note
	x	x	89	yo cv	6503733166937235802	Small World	Nothing of Note
		x		YodieLand	250236938946330336	Small World	Nothing of Note
		x	101	You gonna eat that	3314564739587960877	Small World	Nothing of Note
	x	x	x	Your Mom Stinks	3646970920238637980	Small World	Nothing of note
		x		Yowah	2670538179535632578	Small World	Nothing of Note.
	x	x	x	ZAHMBIE LAND	23471669814711355	Small World	Nothing of Note
		x		ZanDan	8218812221626217343		
		x		Zangettsu	3252399837673209810	Empty World	
	x	x	x	ZCitizen	402461080385701116	Empty World	Empty World
	x	x	x	Zen Order	7439371221347218266	Empty World	
	x	x	x	Zero	5562963694952588848	Small World	Nothing of Note
		x		Zeroes	575689717748780586	Empty World	
	x	x	257	Zeta	5764691854140989869	Small World	Nothing of Note
	x	x	x	Zeus	2069953429195285658	Empty World	
		x	617	Zi PaCmaN	6879594861404316481	Small World	Nothing of Note
		x	32	ZIMMAD	8457470519252296124	Small World	Nothing of Note
		x	337	ZIMMAD for PC	1425502896530455493	Medium World	Nothing of Note
	x	x	136	ZLegends	7065026728495674502	Small World	Nothing of Note
	x	x	16	Zoboomafolenses	8291342902155908195	Small World	Nothing of Note
	x	x	x	Zues	8076735117174355170	Empty World	
	x	x	8	Zyklon B	9004134525625469748	Empty World	Empty World
	x	x	x	ZzZzZzZzZ	4412689621791078762	Empty World	
		x	281	中国华夏 (Huaxia China)	8502129460505956559	Small World	Nothing of Note
	x	x	65	云海山庄 / Yunhai Villa	3135721279653646628		
	x	x	x	兇猛尼哥大本營 / ?	7266005075621146654	Small World	Nothing of Note
		x	148	原神启动 / Genshin Impact Launch	1655273548589869198	Small World	Nothing of Note
	x	x	x	奥岚小世界 / Ao Lan Small World	3644521280975366492	Small World	Nothing of Note.
	x	x	134	猪猪侠 / Piggy Hero	762303234915914238	Small World	Nothing of Note
		x	0	私人领地 / Private Land	4071947095452032342	Small World	Nothing of Note
	x	x	x	苍白王座 / Pale Throne	5010449963579599634	Small World	Nothing of Note
		x	240		4075471593575152369	Small World	Nothing of Note
	x	x	x		4573908375190748764	Empty world	
	x	x	x		5850450242949966346	Empty world	
	x	x	51		846877978763311728	Small world.	Nothing of note
			1503	-Star_trails- / Shieystars	1666384428599447679	Large World	
			202	52pq / Zenith	439492670127725977		
			763	7Rings / DarkHarvest	8166527281210317078		
			93	A Single Voice	298025868179333582		
			1087	Abandoned Kingdom	1106869276513057457	Massive world	
			318	Abroad	5317144205641827556		
			1732	Ace Gang	9060353049761835592		
				Addicted War	3982845867746345839		
			19	Ado	4194340916034431685		
				Agony of De Feet	4552156243874007155		
			518	AI LI SI	8165880411586330584		
			674	AiTGX	7351915685062829910		
			350	Alliance of Dark	4568892476453924463		
			81	Almacen King	2160418233152197273		
			1254	Alpha Builders	2437061690906489805		Few small buildings, some club portals.
				Amber Scale Domain	7028470551275983985		
			870	Ambilight	5294103904317004899	Large World	few large builds. Large pixel art on ground at spawn
				Ancient Eyes	1189446241012779328		
				Ancient Reverie	3878961399450940742		
	Club Portals		2246	Angry Hippies	1028121441667318243	Large World	
	Club Portals		137	Ankha Zone / The Trovian Historical Society	7906032558473754682	Massive World	
			2282	Aotearoa Prime	5504869749736672855		
	Music		731	Arcadia	5243713913563719563		
			1088	Arsyn	638608789961447008		
				Artolia	8813845865023640033		
			1352	AS Login	35793034082047624	Large World	
			30	ASEAN	5398045770252019072		
				Asgard	776398019821543965	Large World	
			107	Ataris	6884618436333570357	Large World	
				Atlas Corporation	7172922877625809937	Large World	various builds
			14	Avecle Soleil	6537872829279567753	Small world	nothing of note
				Axis of Anarchy	4405653324935344507	Large World	
			3483	Baal	3841701782015873336		
			374	Bastard s	1983950332703550070		
			26	Bath Salt Munchies	4563314317116933219		
			151	Bearmania	3678816584019928122		
			9195	Biale Only	1244274142328147302	Large World	
			3492	big PP power	6833527624297983277		
			330	Billy Party	7887158915649568912		
				Biotoinisme	7771117070972168030		
				BJ Beijing	7431294795554961303		
			129	Black Storage	9016348947693318665		
			171	Bless RNG	7046906947378479638		
				Bloody Moon	3694667231499216423		
x	x	x	533	Bone Orchard	3469833795559098827	Small World	Nothing of note
				Boneyard Bricklayers	1676617199110903321		
			137	Bots Paradise	8634861929470492809		
			111	BotZera	812851058063259985		
			3156	Break Fast Club	6537003071297585790	Massive World	
			1584	Broke by Trove of Wonders	6583772733637492783	Large World	
			135	BroPalace	6721081773424310220		BladeOfTalos' club world
				Brotherhood of The North	7591331337713793839	Large World	
				Brutalism	3416557338079654085		ImUnemployed's Club World
			94	Bubbygill / Warfox	4677064482311671679	Large World	
			11	ButterOnFries	6102860382405401866		ButterOnRye's World
				C R E A M	7643994377028262434	Small World	Boat Race Course
			670	Candyfarm	7967602274695429331		
			498	Chaos Hunters	6889154693060885770		
	Club Portals		170	Chaos Sanctuary	3190305869954203866		
			49	Chase The Light	3897520399526034103	Small World	Large trophy hall / Club Portals
				Chocolate Pretzel	674181355497645633		
	Club Portals		121	ClanTT	5607930111107885855		
	x		441	Click Exit	1663403849866285005	Small World	WIP
			63	Cloudy Skys	351739864433857512		
				Club Safety Harbor	3710308656960240790	Large World	
			853	Club Wahoo	664159074556920586	Medium World	Nothing of Note
	Club Portals			Club World Transit Hub	8248498291533711551		
			192	Clubworld Collectors/Default	826487896647095651	Beta Club World / Large World / Unfinished / Griefed	
			2356	ConHackGang	5643143402946123660		
			367	Creators Land	8725627614618786025		
			4	Crxzy	7769541069469604226		
			65	Cuddle Buddy	8723083481103740367		
			2289	Culmination	7117528595983641280	Large World	
	Club Portals			CV TT	5215064361472550722	Large World	small builds, some of pixel art
			40	Dansk Nordisk Allies	7599747458501084024		
			284	Dao	2797780872334483881		
			6331	Dark Aura	6290548677687466356		
				Dead Core	1714493835687022423	Large World	Small fishing village at spawn and ships
			513	Deer Eaters	1909709224868939087	Large World	
				Defiant Few	6346510498172851132	Large World	
			734	Derp City	169809352657301296		
			6133	DismantleTime	7228908466781883772	Large World	lots of large builds
				Divine Comedy	2292075889134350626		
			3067	Dont Give A Flux	1490443692269775734		
			100	Doritos Locos Taco	5335623141288952684		
			217	Dragonika	7570421543943462026		
	Club Portals			DragonSpore	5225383795190825118		
			2232	Dremari	4738623984223672179	Large World	Catalog of blocks, Fameworks & items
			33,223	Dunmires Weenie Fan Club	4968685075719300820	Medium World	Giant Hotdog Statue
			124	Dusk To Dawn	2935598902410862486		
				Dwasukes Garden	2563837243207827152		
			809	Edge of Earth	215091275690436274		
			6	Eggis Bastelecke	7929136809107601343	Small World	nice builds
		Portal	5562	Elysian Kingdom	2543929840711685790		
				Epic Guardians	3510034359751968928		
	Club Portals			Era is God	1364490916275336631	Large World	
			207	erlik	2036072519404555421	Small World	Nothing of Note
	Music		911	Eroded Halo	2489628821582184719		Lot of Pixel Art
			137	Eternal Lords of Winter	1417766133782077435		
			3012	EveningStar	8817343354678568503	Large World	
			1137	Everlasting Allies	5036712084029142871		
x	x	x	x	Os 9 Claudios	4041693459509633901	Empty World	
				Everlasting Flames	7697793940857921367		Endpace's Club world
			742	Exalted Prime	8244375264574325831		
			33	FamousInc	6473989296508309737	Small World	
			15,100	Fatallity	1677365078779913683		
			7808	Faz Esse	4472513201125278947		
			158	Feeug Rebirth	1800482700400775240		
			226	Fiery Kings	5667770717986869659		
			2411	Fifty Shades of Mastery	2273706135855403047		
			1410	Fire Chicken	5739387137468974842		
			2201	Fluffy Kitten Club / Biale Wilki	6122432963833628943		
			205	Flux Life	7672911917850665957		
			786	Forge of Vulcan	319291663111187770		
			2490	Forged Unity	8825707997243611630		
				ForNeX	7014317179708757750		
			97	Foxangel	4474519038709917398		
			80	Freelance Peacekeeping Agency	8959361015493187796		
q			1922	Fulminare	2042712221327091186		
q			74	Fungus	7518187299442757992		
			218	Furry Fandom	7740239335748465479		
			10,520	Ganda / Amanda Panda Landa	3448756749904598002		
			3238	Garden of Wool	3993935387185309815	Massive world	
			10,156	GateKeeping	5177066068205184552		
	Club Portals		890	Geek Out Hangout	6725935412611637239		
			2475	Gloryus	8368752670472957303	Large World	Griefed 
			242	GluetenFree	4081001814297763713	Large World	
			26	Godless	1038812220863919236		
	Club Portals		2644	Gods Templar	4522196561562233138		
			663	GodsFury	3712610765781949886	Small World	Angel Statue and Eiffel Tower
			28	GoldArms	9060763827975310077		
			63	Golden Toilet	9084046455143302586		
	Club Portals		971	GoogleTranslate Portal Hub	4156908591586120520		
			115	Gorehowl	5760259823312716466		Icyyy's Club
				GYM	4093048043431315431		
			645	H Town	2912474632895622838		
				Happy Chocolate	4836196256319606751		
			146	HappySouls Kingdom	8697365581416784369		
	Music	Portal	1833	Heroes and Demons	2914304436706149499	Large World	
			1907	Hitman For Hire	1296790121834379642		
	Club Portals			Hoopie Nation	9201042335283724588		
			71	Hots Hoho	5058176415946117602		
	Club Portals			Hub Radiant	4961338866191704689		
			483	Hundaley	8000465264903932416		
	Club Portals		160	Hungary Club	2419128129961009413	Small World	Nothing of Note
			15	Hunkster Lip	2113927801577660391		Catalog of blocks, Fameworks & items
	Club Portals		686	Huskies Haven	219999755445019007		
	Music		1395	HUTAO	6860730077325764194	Large World	
				Ichiraku Ramen	8044537164081477524		
	Club Portals			icke	1089894592175648885		
	Music		36,331	Icys Minions	247840910329993392	Massive World	Mad World Song
			491	Imbriquer	8506182649516172892		
			750	Immortal Light	4345712463242366787		
				Imo Potato	3156804784236146422	Large World	
			219	Infamous Edge	2545509239532925921		
	Club Portals		520	Infinite Portal Network	4025068754852851578		
			11,793	Infinium Rush	6932263047908183491		
				Ingary	8083307949261691439		
			36	Insane Insanity	8293182266249686784		
	x	x	190	IOIO	7587377193643468393	Small World	Nothing of Note
				IronBoltz	3669871456104899624	Large World	
			2413	Is Kawaii	7961016019992503723		Large perverted pixel art at spawn
			12	Island of Mist	8902864706400026735	Small World	Nothing of Note
			3	JardinNoir	6243331155968173793	Small World	Nice spawn
			74	Jiieow	8132106405109621845		
			2043	JingYuu	8504064007096951098		
			2008	jinsoku	6031303009275826914		
				jpWORD	6663449206056309443	Empty World	
			3216	JustHaveFun / JHF	4773546057209826756	Small World	Nothing of Note
			823	K	8541461908336000698		
			95	Keksgeschwader	8859344956117741803	Medium World	Giant milkshake, gingerbread man, Oreo, Cupcake, Coke bottle & Candoria Dragon
				Kenshin Himura	5540973792479187729		
			1260	Kingdom of Schiza	7072889256058259505		
			832	Kingly	4099233301112937287	Small World	Nice aesthetics.
			1319	Kings of Pepe	4977529670462185082		
			56	KM VodK	778964840896239779	Small world	Nothing of note
			538	Knights of Eclipse	4481429044431047870		
				Knights Who Say Ni / Default	1208293118392528490	Boat Race Track	
			18	Koalas In The Rain	8513546094817447984		
			294	koloniya	5240826421271463657	Large World	Nice Spawn
				Korean Farming	1303312249843041598		
			246	Kreios	409828062229100968		
				Kuroko No Basket / Default	8901402839428281673	Large World	Alpha Club World, Black Scarab Trophy Farm?
				La Secte Phonetik	2933102294150972277		
			2537	LagNation	7752356578439159914		
			7341	Land of Goo	764605789566646643		
			27	Laufey	7963041482915603040	Small World	Cat with chain pulling down the moon
	Music			Layton	952076435455738551		
				Lazy Trade Union	8437032342135714910		
	Music		3061	LeFt BhInD	3131894046896664310	Medium World	Nothing of Note
			59	Legalize Nuclear Bombs	1846593811149195257		
			770	Legendary Awesome	3876301823784251980	Small World	Small Ship
			5	Les Pex Soeurs	7479265836037695181		
	x	x	46	Les Pepegas	2966111592101277170	Empty World	
		Portal	2944	Les Runes Lunaires	4770587316922499149		
			308	Les Runes Solaires	667654554072730785		
				Les Techniques Australiennes	4891892839417172143	Large World	
			637	Lexapro Delirium	6331429068926588059	Small world	Nice Spawn
				LFM_Pod_Party / afk	3139926127387741979		Catalog of farming plants
				Light Figthters	8709170420227443303		
				LimeFish	869511590002079679		
				Loose Gear	4714852542829480265		Large Pixel Art / Giant Air craft carrier
				Los Santos TW	7791482189987505384		Large Clock Tower and Castle
			83	LostVayne	8337793653239451965		
				Love Diary	1562935259031151630		
				Lumbridge and other impressions / Sceek Enterprises	3219640212664067504		Large Castle Spawn
				M3Mbers 0nly	846207653656781567		
			988	Magic House	4302884833173314735		
			7267	Magic Sand / Alexandria's Castle	3033514040014500932	Large World	
			246	Mala Vec	1028429580692706967		
			2295	Manor of Thorns	3488605803489378674		
			957	Master Kush	7257839365060488238		Beta Club World
			1146	Maygar Felkelok	3311412530706477459		
			374	Meister Mania	7397303077501519573		
			646	Midnight Elite	5805222386219493641		
				Midwestchoppers	3178417013043514256	Large World	various large builds
			27	mimiya	5768541389385986985		
				Moonveil	2834912554870024466		
			936	Muganda	9152389226497016357	Large world	A lot of large pixel art pieces
				Mystic Blazers	7055442630722904630		
			647	Mystic Cave	7088520571059201705		
			131	Mythic Gods	5867557015508123413		
				Mythical Garden	1237759450503786469		
			1583	Mythical Guardians	2402240902175621647		
			35	N I B I R U	8788094307343470382		
			188	N Kingdom / Neetballz	4355953541721529375	Large World	
			61	Neko Appreciation Society	672592279746768598		
			1715	NekoTopia	2866772612210319054	Large World	
			4928	NerdRage	2770228534259771188		
			1081	Nevaeh / Guiding Star / Hogwarts Legacy	4369453547471171509		Large Hogwarts Castle recreation
	Music			NeverGonnaGiveYouUp / csGODs	7800294171888507196	Small World	
			1253	Night of Darkness	7806239761208450285		
				Night Stalkers	6867925706340061480		Large Castle Spawn
				NO LIFY	5068844669971887863	Small world	Nice spawn
			516	Now / Club Now	4209545613618821052	Large World	Nice Spawn
	Club Portals		1315	nyuk nyuk nyuk	7792025368796046244	Large World	
				Obitelj Kuro4ek	4716344270064191772		
			3306	Oblivion	1362426582280365870		
			2303	Oblivion of Sakura	7799062321795327163		
	Club Portals		1713	Old Boot	6588770422367051460		
				Old Nerd Reviews	862002857985252649	Large World	
			97	Old Norse	4833303078334819090		
			1363	Olympion	7521502639383897520		
			169	Omega Project	2804795983976020082		
	Music		9	One	780718924259180820	Small world	
				Oracle	5355895852430114318		
	Music		1385	Orichalcum	4378661559290587840	Large World	
			169	OVERDOSE ON TROVE	5350462187737705051		
			7071	Panta Rhei	979419854168678169		
			2365	Paradox Paradise	1468613174314608475		
				PARADOXES	2914737490234312369	Large World	
			5981	Patagonia	7224146620711129193	Large World	
	Music		684	PE	8788837621792720223	Massive World	
			4056	Petal Dance	1437844232114514234		
			2,161	Petopia Universe	505525623639705208	Large World	
			2165	PH Care	3886525977157155071		
			767	Platinum Dragons	9102484821271937788		Giant Racoon, Dragons, Castles and Pixel Art
				Play house	682057016882563837		
				POE CLUB	1116556781820904793		
			72	Potentes Station	1186127063698714997		
				Primal Green Fusion	2184586352630704572	Large World	
			918	Primal Winter Fusion	1831048703795480681		
				Private Hub	8158614029068149917	Large World	
				Private Snow	466519018300737159		
			621	promisea	7999176991977109815		
				Punk in Drulic	886670110637907757		
			206	PyrrhicPastiche	1416988850675084063		
				Quebec Trovians	7154696341423873869	Large World	
			1008	QuestForge	3125353540462526743		
			5731	Quorum	6657864865069573665	Medium World	Geode Hub Recreation
				R41D	8877208100015813841	Large World	few large builds.
				Radio Galaxy	4888537009366325032	MrClunker's World.	
			82	Ragnarok_	1930567290763102991		
			3590	Ramp Champs	6322623568898373144		
			578	Reactor	7521182144037196930	Large World	Nice spawn and some pixel art.
				Red Rescue Team	1664221832111695511	Large World	
		Portal	223	TeamK	3354126631289808572		
	Music			Refuge of Pandemonium	7510075662309563746	Large World	
				Reincarnate	73371027680398807		
			963	Revolution Season	8686056927149319408		
			11,673	Richest Inc	4910721568192492505	Large World	
			125	Riddle story of devil	3663101776430938270		
			2552	Risque Arts	5630480443128288599	Small World	Lewd Furry Pixel Art
				Rock Paper Scissors	4686696180620795922		City scape
			3219	Rollercoaster	5952431454699256305		
			284	Romania69	7329993753599417436		
			1119	rooLICK	2473265075610476853		
				Runyd	3340717146627118011	Large World	
				Russian Trovians / Baby Boom	6426583351202528208	Large World	various large builds
			607	rytsari	7906529463375535991	Small World	Nice Spawn
			1074	Sad House	1066381363877380665		
			971	Sankatori GER	7251129667745977161		
			2328	School of Witches	2864587603092704282		
			808	Schranzbua's Kinder	2727734927389004286		It's all trophies... Thousands upon thousands
				Searing Shadows	491062246306950660		
				Seer	2012225979005111858	Small World.	Large Statue at spawn
			55	SG Novus / Default	2634006276159080704		
			2569	Shadow Gaden	7164068446503133809		
			280	Shadowmachines Gameclub	6684332110909480296		
			398	Shadowy Imperial Guards	4393120029304696779		
			2918	Shiawase	6943420606052097671		Russian Club
				Silent Paradise	4125189912014093232	Small world	Nothing of note
	Club Portals			Simre Laug	5573698182535601737		
				Sinagtala	3141779252673931452		
			331	Singledog	5440822803900325846		
			6	SinisterHub	6249937362337051508		
			1321	Sky Roses	3236246362175927938		
				slg kids	3299251851658984738	Large World	
				Sly makes me hard sometimes	Vault World	Vault World	
				Smokin420	4247187215228463248		
				Social Media Land	5216032844966846857	Large World	
			692	Soft MInt	7096167933134303407		
			1635	SomeBS	1908261321990796040		
			763	Something	6010260738764982966	Large World	
			6098	Soruden	3099405381873132803		
			5648	Soul Society	7653830201548456108	Large World	A couple large builds
	Music		2044	Soundcloud	126869005233641535	Large World	
			1841	SpaceBear / digim0n	2654125919777181155		Agum0n's world
			269	spectralis	3743008190780274643		
			2304	Spectrum	8904107169967332037	Large World	Quite a lot of large builds
			3564	Star Field	2337545837550861525		
			403	Star Lsand	2677037294139403451		
			141	StardewValley	1507142949499132967		
				StarKeJong	7731401442724339617		
				Steezania	1398297950856809221		Steezuh's Club World
	Club Portals		3053	STERS	6782581482353401621		
			3016	Strobe Central	2835577003037577856		
			2446	summum	8216968067052871874		
			270	SunBunny Creative	6074359023610580461		
			6892	SunLP Community	5273778885465065177		
			213	Sword Art Club	8615676970841868292		
			546	Sword In Vortex	8374970560611339871		
			175	SykeWard	5285353384777768084		
			27	Sylveon	5162025871724189412		
			2217	Tabby Tavern	8883611632975262291		
	Music		2724	TDUK	4863687092431243673	Small world	Small musical piece
			69	Team Rising	7140282698246096015		
